"","IntDate","HousehldID","RprtSrc","Valid","AnimalsDead","AnimalsSick","CowsDied","GoatsDied","SheepDied","ChickenDied","ChicksDied","CowSick","GoatsSick","SheepSick"
"3453",2014-06-04,"28-275-2","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"3454",2014-06-30,"28-275-2","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3455",2014-07-02,"28-275-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3456",2014-07-04,"28-275-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3457",2014-07-22,"28-275-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3458",2014-07-25,"28-275-2","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3459",2014-08-24,"28-275-2","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3460",2014-09-02,"28-275-2","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3461",2014-09-10,"28-275-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3462",2015-02-11,"28-275-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3463",2013-08-20,"28-276-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3464",2013-08-31,"28-276-5","Toll Free Number",1,"1","0","1","0","0","0","0","0","0","0"
"3465",2013-09-03,"28-276-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3466",2014-02-18,"28-276-5","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3467",2014-02-25,"28-276-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3468",2013-02-28,"28-276-5","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3469",2013-07-23,"28-276-5","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3470",2014-10-08,"28-276-5","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3471",2013-10-01,"28-276-6","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3472",2013-03-19,"28-276-6","Household Interviews",1,"1","0","0","0","0","1","0","0","0","0"
"3473",2013-05-15,"28-276-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3474",2014-06-05,"28-276-6","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3475",2014-08-14,"28-276-6","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3476",2013-10-18,"28-3-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3477",2014-02-28,"28-3-4","Household Interviews",1,"1","0","0","0","0","1","0","0","0","0"
"3478",2014-12-18,"28-3-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3479",2013-04-05,"28-3-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3480",2013-05-04,"28-3-6","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"3481",2014-01-18,"28-30-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3482",2014-05-12,"28-30-11","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3483",2014-02-01,"28-30-11","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3484",2014-04-17,"28-30-13","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3485",2014-08-20,"28-30-13","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3486",2014-08-30,"28-30-13","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3487",2014-10-08,"28-30-13","Toll Free Number",1,"1","1","0","1","0","0","0","0","0","1"
"3488",2014-10-11,"28-30-13","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"3489",2014-10-25,"28-30-13","Household Interviews",1,"1","0","0","1","1","0","0","0","0","0"
"3490",2013-11-30,"28-30-13","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3491",2013-03-15,"28-30-13","Toll Free Number",1,"1","1","0","1","0","0","0","0","1","0"
"3492",2014-01-12,"28-30-13","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3493",2014-03-08,"28-30-13","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3494",2013-04-17,"28-311-3","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"3495",2013-03-06,"28-312-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3496",2013-03-19,"28-312-3","Household Interviews",1,"1","0","0","0","1","0","0","0","0","0"
"3497",2013-04-11,"28-312-3","Toll Free Number",1,"1","1","0","0","1","0","0","0","0","1"
"3498",2013-07-16,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3499",2013-07-17,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3500",2013-08-20,"28-312-3","Household Interviews",1,"0","1","0","0","0","0","0","0","0","1"
"3501",2013-09-02,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3502",2013-09-20,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3503",2013-09-23,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3504",2013-11-04,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3505",2013-12-10,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3506",2013-12-24,"28-312-3","Toll Free Number",1,"1","1","0","0","1","0","0","0","0","1"
"3507",2014-01-04,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3508",2014-01-09,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3509",2014-01-14,"28-312-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3510",2014-01-16,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3511",2014-01-28,"28-312-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3512",2014-04-22,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3513",2014-05-01,"28-312-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3514",2014-05-08,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3515",2014-05-20,"28-312-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3516",2014-07-03,"28-312-3","Toll Free Number",1,"1","0","0","0","1","0","0","0","0","0"
"3517",2014-08-07,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3518",2014-08-11,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3519",2014-08-15,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3520",2014-09-22,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3521",2014-09-23,"28-312-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3522",2014-10-07,"28-312-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3523",2014-10-21,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3524",2014-12-01,"28-312-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3525",2014-12-13,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3526",2014-12-15,"28-312-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3527",2015-01-13,"28-312-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3528",2013-07-24,"28-312-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3529",2013-06-27,"28-324-5","Household Interviews",1,"0","0","0","0","0","0","0","0","0","0"
"3530",2013-10-17,"28-324-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3531",2013-06-13,"28-324-5","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3532",2013-07-11,"28-324-5","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3533",2014-05-08,"28-324-5","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3534",2014-07-12,"28-324-5","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3535",2014-10-24,"28-324-5","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3536",2013-02-19,"28-327-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3537",2013-05-28,"28-327-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3538",2013-07-09,"28-327-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3539",2013-09-17,"28-327-3","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3540",2014-08-12,"28-327-3","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3541",2014-10-16,"28-327-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3542",2014-11-21,"28-327-3","Toll Free Number",1,"0","1","0","0","0","0","0","0","0","1"
"3543",2014-12-02,"28-327-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3544",2015-02-10,"28-327-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3545",2013-04-02,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3546",2013-04-11,"28-327-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3547",2013-04-16,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3548",2013-07-23,"28-327-4","Household Interviews",1,"1","0","1","0","0","0","0","0","0","0"
"3549",2013-08-06,"28-327-4","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3550",2013-08-20,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3551",2013-09-17,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3552",2013-10-29,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3553",2014-01-14,"28-327-4","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3554",2014-07-01,"28-327-4","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3555",2014-08-12,"28-327-4","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3556",2014-08-26,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3557",2014-09-01,"28-327-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3558",2014-09-01,"28-327-4","Toll Free Number",1,"1","0","1","0","0","0","0","0","0","0"
"3559",2014-09-09,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3560",2014-10-08,"28-327-4","Household Interviews",1,"1","0","1","0","0","0","0","0","0","0"
"3561",2014-10-21,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3562",2014-11-21,"28-327-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3563",2014-12-17,"28-327-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3564",2013-05-18,"28-328-2","Household Interviews",1,"1","0","0","0","0","1","0","0","0","0"
"3565",2013-09-25,"28-335-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3566",2013-10-26,"28-335-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3567",2014-03-27,"28-335-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3568",2014-05-08,"28-335-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3569",2014-05-22,"28-335-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3570",2014-08-02,"28-335-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3571",2014-09-11,"28-335-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3572",2014-10-09,"28-335-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3573",2013-06-28,"28-337-1","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3574",2013-04-17,"28-338-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3575",2013-05-01,"28-338-2","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"3576",2014-04-09,"28-338-2","Household Interviews",1,"1","0","0","0","0","1","0","0","0","0"
"3577",2014-02-25,"28-346-2","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"3578",2013-02-21,"28-347-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3579",2013-05-30,"28-347-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3580",2013-06-06,"28-347-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3581",2013-06-13,"28-347-2","Household Interviews",1,"1","0","1","0","0","0","0","0","0","0"
"3582",2013-06-27,"28-347-2","Household Interviews",0,"1","99","1","0","0","0","0","0","0","0"
"3583",2014-12-17,"28-347-2","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3584",2015-01-16,"28-347-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3585",2014-04-23,"28-360-2","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"3586",2013-08-08,"28-366-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3587",2013-08-24,"28-366-2","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3588",2014-02-03,"28-366-2","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3589",2014-09-08,"28-366-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3590",2014-09-30,"28-366-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3591",2013-06-12,"28-369-2","Household Interviews",1,"1","0","0","1","0","0","0","0","0","0"
"3592",2013-09-04,"28-369-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3593",2013-03-19,"28-371-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3594",2014-03-11,"28-371-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3595",2014-03-25,"28-371-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3596",2014-04-08,"28-371-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3597",2014-09-09,"28-374-1","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3598",2013-02-13,"28-44-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3599",2013-02-21,"28-44-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3600",2013-06-13,"28-44-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3601",2013-07-25,"28-44-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3602",2013-02-28,"28-48-3","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3603",2013-05-16,"28-48-3","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"3604",2013-07-25,"28-48-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3605",2013-04-18,"28-48-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3606",2013-09-19,"28-48-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3607",2014-01-30,"28-48-4","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3608",2014-04-02,"28-48-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3609",2014-04-10,"28-48-4","Household Interviews",1,"1","0","0","0","0","1","0","0","0","0"
"3610",2014-05-22,"28-48-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3611",2014-06-27,"28-48-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3612",2013-04-05,"28-49-5","Household Interviews",1,"1","99","0","0","0","0","1","0","0","0"
"3613",2013-05-02,"28-50-3","Household Interviews",1,"1","0","1","0","0","0","0","0","0","0"
"3614",2013-04-04,"28-53-11","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3615",2013-05-22,"28-53-11","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3616",2013-06-26,"28-53-11","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3617",2013-10-31,"28-53-11","Household Interviews",1,"0","0","0","0","0","0","0","0","0","0"
"3618",2013-10-17,"28-53-11","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3619",2013-03-21,"28-53-9","Household Interviews",1,"0","0","0","0","0","0","0","0","0","0"
"3620",2014-11-28,"28-53-9","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3621",2014-12-17,"28-53-9","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3622",2013-03-21,"28-55-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3623",2013-08-08,"28-55-6","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3624",2014-05-20,"28-55-6","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3625",2014-08-05,"28-55-6","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3626",2014-09-25,"28-55-6","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3627",2014-10-23,"28-55-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3628",2014-10-27,"28-55-6","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3629",2013-06-27,"28-55-7","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3630",2014-09-11,"28-57-13","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3631",2014-07-28,"28-57-14","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3632",2014-07-31,"28-57-14","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3633",2014-08-12,"28-57-14","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3634",2014-08-12,"28-57-14","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3635",2014-08-29,"28-57-14","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3636",2015-01-16,"28-57-14","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3637",2013-04-03,"28-59-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3638",2013-04-23,"28-59-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3639",2013-10-02,"28-59-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3640",2013-05-29,"28-59-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3641",2013-09-30,"28-59-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3642",2014-07-30,"28-59-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3643",2014-08-18,"28-59-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3644",2014-09-24,"28-59-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3645",2014-12-03,"28-59-4","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3646",2013-04-03,"28-60-2","Household Interviews",1,"1","0","0","0","0","1","0","0","0","0"
"3647",2014-08-08,"28-60-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3648",2014-08-27,"28-60-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3649",2014-10-08,"28-60-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3650",2014-12-06,"28-60-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3651",2013-02-20,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3652",2013-03-25,"28-61-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3653",2013-04-03,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3654",2013-04-15,"28-61-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3655",2013-04-17,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3656",2013-05-15,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3657",2013-06-12,"28-61-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3658",2013-07-10,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3659",2013-09-04,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3660",2013-10-16,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3661",2014-03-26,"28-61-2","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3662",2014-03-27,"28-61-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3663",2014-05-22,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3664",2014-09-24,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3665",2014-09-29,"28-61-2","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3666",2014-10-22,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3667",2014-11-05,"28-61-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3668",2013-02-20,"28-63-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3669",2013-06-13,"28-63-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3670",2013-07-24,"28-63-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3671",2013-08-07,"28-63-2","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3672",2013-08-21,"28-63-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3673",2013-10-16,"28-63-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3674",2015-01-28,"28-63-2","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3675",2013-02-20,"28-65-6","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3676",2013-02-20,"28-65-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3677",2013-04-03,"28-65-6","Household Interviews",0,"1","99","1","0","0","0","0","0","0","0"
"3678",2013-06-12,"28-65-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3679",2013-08-07,"28-65-6","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3680",2014-09-10,"28-65-6","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3681",2013-03-20,"28-66-4","Household Interviews",1,"1","0","1","0","0","0","0","0","0","0"
"3682",2013-05-24,"28-66-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3683",2013-05-29,"28-66-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3684",2013-06-21,"28-66-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3685",2013-07-26,"28-66-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3686",2013-08-07,"28-66-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3687",2013-09-01,"28-66-4","Toll Free Number",1,"1","0","1","0","0","0","0","0","0","0"
"3688",2013-09-04,"28-66-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3689",2013-11-12,"28-66-4","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3690",2013-11-13,"28-66-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3691",2013-10-16,"28-66-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3692",2014-02-13,"28-66-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3693",2014-02-27,"28-66-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3694",2014-03-10,"28-66-4","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3695",2014-03-12,"28-66-4","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3696",2014-06-18,"28-66-4","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3697",2014-07-08,"28-66-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3698",2014-08-01,"28-66-4","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3699",2015-02-11,"28-66-4","Household Interviews",1,"1","0","1","0","0","0","0","0","0","0"
"3700",2015-02-11,"28-66-4","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3701",2013-07-24,"28-68-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3702",2013-08-21,"28-68-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3703",2013-09-04,"28-68-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3704",2013-09-27,"28-68-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3705",2014-01-15,"28-68-2","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3706",2014-02-27,"28-68-2","Toll Free Number",1,"1","0","1","0","0","0","0","0","0","0"
"3707",2015-01-28,"28-68-2","Household Interviews",1,"1","0","0","0","0","0","1","0","0","0"
"3708",2013-12-10,"28-72-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3709",2014-02-25,"28-72-2","Household Interviews",1,"0","1","0","0","0","0","0","1","0","0"
"3710",2015-01-20,"28-72-2","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3711",2015-01-27,"28-72-2","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3712",2013-02-19,"28-73-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3713",2013-04-02,"28-73-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3714",2013-07-09,"28-73-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3715",2013-08-23,"28-73-3","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3716",2013-12-10,"28-73-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3717",2013-03-19,"28-73-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3718",2013-09-17,"28-73-3","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3719",2013-07-23,"28-74-26","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3720",2014-05-29,"28-74-26","Toll Free Number",0,"99","99","0","0","0","0","0","0","0","0"
"3721",2014-06-27,"28-74-26","Toll Free Number",1,"0","1","0","0","0","0","0","1","0","0"
"3722",2014-10-21,"28-74-26","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3723",2013-09-17,"28-74-29","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3724",2013-07-10,"28-76-8","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3725",2013-07-23,"28-76-8","Household Interviews",1,"0","1","0","0","0","0","0","0","1","0"
"3726",2013-02-19,"28-77-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3727",2013-06-26,"28-77-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3728",2013-12-05,"28-79-10","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3729",2013-02-19,"28-79-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3730",2013-04-16,"28-79-10","Toll Free Number",1,"1","0","0","1","0","0","0","0","0","0"
"3731",2013-06-25,"28-79-10","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
"3732",2013-12-02,"28-79-10","Toll Free Number",1,"0","1","0","0","0","0","0","0","1","0"
"3733",2013-04-16,"28-79-8","Household Interviews",0,"99","99","0","0","0","0","0","0","0","0"
